sexo,provincia,edad,ocupacion,cant_vuelos,clase_preferida,gasto_acumulado,programaMillas,cantidad_millas,ingreso_mensual,anticipacion_compra_promedio,canal_compra
M,Chaco,36,Otro,6,Económica,796.05,No,0,1059,8,Web
M,Santa Fe,34,Empleado,5,Económica,1767.27,No,0,1415,21,Aeropuerto
M,Chaco,23,Estudiante,4,Económica,781.35,No,0,454,16,App
F,Mendoza,42,Contador,9,Ejecutiva,3630.81,Sí,11666,2271,1,Web
M,Tolima,30,Comerciante,16,Económica,1938.58,No,0,3330,33,Agencia
F,Antioquia,47,Arquitecto,6,Ejecutiva,3269.44,No,0,6445,9,Web
M,Cundinamarca,33,Profesional independiente,7,Económica,1996.25,No,0,2211,13,Agencia
M,Cundinamarca,34,Empleado,23,Económica,8206.41,No,0,1352,43,App
F,Entre Ríos,28,Profesional independiente,14,Económica,2833.07,No,0,2423,9,Web
F,Mendoza,34,Profesional independiente,18,Económica,2295.56,No,0,7649,10,App
M,Cundinamarca,34,Empleado,21,Económica,3203.5,No,0,985,27,Web
F,Chaco,56,Comerciante,24,Económica,4287.01,No,0,2384,14,Aeropuerto
M,Córdoba,44,Ejecutivo,78,Económica,8079.01,No,0,5282,7,Aeropuerto
F,Cundinamarca,42,Comerciante,24,Económica,8930.97,No,0,2560,6,Web
F,Chaco,35,Comerciante,9,Económica,991.98,No,0,2582,27,App
F,Salta,30,Arquitecto,2,Económica,607.89,No,0,2589,12,Web
F,Salta,49,Otro,21,Económica,6080.31,No,0,6118,34,Agencia
F,Cundinamarca,31,Otro,14,Económica,2791.0,Sí,4355,3225,11,Web
F,São Paulo,44,Docente,24,Económica,4568.71,No,0,1223,25,Agencia
M,Atlántico,32,Empleado,9,Económica,2982.7,No,0,1179,25,Web
M,Santa Fe,36,Empleado,17,Económica,2270.57,No,0,2543,33,Aeropuerto
M,Cundinamarca,41,Empleado,11,Económica,3403.08,No,0,1820,9,Web
M,Los Santos,36,Empresario,20,Económica,2114.75,No,0,4761,5,Agencia
F,Mendoza,32,Empleado,5,Económica,1100.01,Sí,2872,2237,19,Web
M,Bahia,30,Empleado,10,Económica,1875.59,No,0,1335,34,Web
F,CABA,35,Empleado,15,Económica,2369.12,No,0,1096,17,App
F,CABA,18,Estudiante,2,Económica,479.49,No,0,568,18,Web
F,Entre Ríos,53,Deportista,35,Económica,11260.89,No,0,1085,24,App
M,Chaco,36,Abogado,24,Económica,5452.29,No,0,2730,33,Aeropuerto
F,Nariño,49,Contador,11,Económica,1869.5,Sí,3240,1790,49,Agencia
M,Tucumán,18,Otro,5,Económica,1062.88,No,0,2117,25,Web
F,Rio de Janeiro,44,Empleado,24,Económica,4235.24,No,0,954,9,App
F,Tucumán,18,Empleado,10,Económica,1895.54,No,0,1944,84,Agencia
M,Atlántico,28,Empleado,12,Económica,2495.3,No,0,2415,0,App
F,Santa Fe,41,Arquitecto,8,Económica,1888.06,No,0,4616,8,Web
M,Misiones,18,Estudiante,1,Económica,243.92,No,0,530,136,App
F,Valle del Cauca,53,Profesional independiente,20,Ejecutiva,7118.01,No,0,7697,13,App
M,Salta,20,Estudiante,3,Económica,861.96,No,0,300,130,Web
F,São Paulo,50,Docente,6,Económica,1003.14,No,0,1424,9,Web
M,Atlántico,49,Profesional independiente,1,Económica,115.29,No,0,1736,3,Agencia
M,São Paulo,24,Comerciante,17,Económica,3392.75,No,0,1922,3,App
F,Santa Fe,47,Otro,16,Ejecutiva,7580.18,No,0,1614,34,Agencia
F,Chiriquí,54,Médico,6,Ejecutiva,4317.67,Sí,16316,5006,30,App
F,CABA,31,Comerciante,17,Ejecutiva,5124.09,Sí,36513,2820,1,App
M,Mendoza,29,Contador,10,Económica,1021.29,No,0,1849,4,App
F,Antioquia,27,Docente,16,Económica,2281.72,No,0,2115,13,Web
M,Santa Fe,41,Profesional independiente,20,Ejecutiva,6162.99,No,0,6069,15,Web
F,Cundinamarca,30,Contador,22,Económica,7279.28,No,0,3048,24,Web
M,Salta,49,Contador,15,Económica,3152.61,No,0,2125,1,Web
M,Santa Fe,65,Jubilado,6,Económica,1094.23,Sí,2355,1484,7,Web
F,Panamá,29,Ingeniero,11,Económica,1554.25,No,0,5039,16,Web
M,Mendoza,33,Empleado,20,Económica,7557.13,No,0,2618,7,Agencia
M,Córdoba,53,Ingeniero,14,Ejecutiva,3682.95,No,0,3911,20,Web
F,Paraná,33,Contador,12,Económica,3872.94,No,0,2908,5,Web
M,Córdoba,40,Profesional independiente,16,Económica,2266.86,Sí,16626,1393,1,Web
F,Chiriquí,48,Otro,6,Ejecutiva,3462.71,No,0,694,6,App
M,Cundinamarca,27,Médico,13,Económica,1846.73,Sí,7584,5495,61,App
M,Tolima,50,Abogado,3,Económica,861.81,Sí,2870,2531,35,App
M,São Paulo,38,Empleado,19,Económica,4193.24,No,0,1035,30,Web
F,Pernambuco,55,Ejecutivo,18,Económica,5579.2,No,0,1043,6,Web
M,Tucumán,29,Deportista,51,Económica,13386.41,No,0,6539,17,App
F,Rio de Janeiro,18,Estudiante,6,Económica,1444.9,Sí,5927,520,31,App
M,Salta,25,Abogado,13,Económica,1152.16,No,0,4700,10,App
M,Mendoza,46,Docente,2,Económica,445.23,No,0,1098,36,Agencia
M,Bolívar,28,Otro,6,Ejecutiva,2080.31,No,0,2101,40,App
F,Entre Ríos,29,Contador,10,Económica,2800.33,No,0,2525,11,Web
M,Rio Grande do Sul,52,Profesional independiente,20,Económica,1708.84,Sí,12900,851,6,App
F,Córdoba,33,Comerciante,11,Económica,2669.03,No,0,1906,1,Web
M,Chaco,39,Empleado,21,Económica,5845.36,No,0,1946,44,App
M,Tolima,18,Empleado,9,Económica,1250.06,No,0,1318,18,App
F,Misiones,44,Empleado,24,Económica,8659.12,No,0,1910,12,Web
M,Buenos Aires,37,Empresario,25,Económica,4975.09,No,0,3268,3,App
M,Pernambuco,47,Empresario,48,Económica,5164.29,Sí,21897,1028,4,App
M,Veraguas,42,Docente,10,Ejecutiva,2456.49,No,0,795,1,Web
M,Buenos Aires,35,Empleado,22,Económica,2200.47,No,0,1076,23,App
M,Rio Grande do Sul,49,Profesional independiente,6,Económica,1710.26,Sí,1690,2893,19,App
F,Buenos Aires,33,Empleado,3,Económica,388.25,Sí,922,2032,15,App
F,Bahia,41,Empleado,23,Ejecutiva,11769.17,No,0,1864,2,App
F,Los Santos,41,Empleado,17,Económica,3392.05,No,0,1223,8,App
M,São Paulo,59,Profesional independiente,22,Económica,7374.37,No,0,2185,14,Web
M,Atlántico,42,Comerciante,23,Económica,4668.27,No,0,1855,62,Web
M,Tolima,25,Empleado,14,Económica,3097.62,No,0,2809,11,App
F,Mendoza,32,Otro,6,Ejecutiva,2779.97,No,0,1520,71,Web
M,Salta,51,Empleado,20,Económica,5806.97,No,0,1153,4,Web
F,Rio Grande do Sul,46,Médico,19,Ejecutiva,14343.89,Sí,38025,4120,25,Agencia
F,Buenos Aires,28,Empleado,8,Económica,2969.22,No,0,3461,25,Web
F,Cundinamarca,44,Profesional independiente,9,Económica,1268.24,No,0,3291,11,Web
M,Buenos Aires,23,Empleado,17,Económica,1557.53,No,0,1717,11,Web
F,Salta,33,Profesional independiente,3,Económica,270.3,No,0,2951,54,App
M,Buenos Aires,19,Empleado,24,Ejecutiva,13276.8,No,0,1041,69,Web
M,Tucumán,23,Empleado,2,Económica,562.72,No,0,1125,33,App
F,Buenos Aires,18,Estudiante,7,Económica,1281.57,No,0,392,27,Web
M,Paraná,42,Comerciante,22,Económica,2092.4,No,0,1908,38,Web
F,Tolima,47,Ejecutivo,49,Ejecutiva,14401.08,No,0,7289,54,Agencia
F,Cundinamarca,59,Empleado,24,Económica,4264.92,Sí,10785,1703,17,Aeropuerto
F,Buenos Aires,19,Estudiante,3,Económica,978.2,Sí,883,318,21,App
M,Panamá,34,Comerciante,5,Económica,1137.58,No,0,3418,49,App
M,Atlántico,27,Empleado,7,Económica,2457.8,No,0,1521,2,Web
M,Valle del Cauca,20,Empleado,13,Económica,3570.4,No,0,1709,4,Web
M,Cundinamarca,43,Empleado,21,Económica,4544.38,No,0,1230,1,Agencia
F,Salta,38,Empleado,4,Económica,814.54,No,0,1169,3,Web
F,Mendoza,24,Empleado,10,Económica,3120.12,No,0,1163,7,App
M,Santa Fe,42,Contador,9,Ejecutiva,3577.95,No,0,3651,39,App
M,CABA,27,Profesional independiente,20,Económica,2915.41,No,0,2132,10,App
M,Chiriquí,57,Ingeniero,24,Económica,3360.58,No,0,2003,24,Agencia
F,Chaco,53,Empleado,2,Económica,309.27,No,0,2287,4,App
F,Bolívar,43,Empleado,2,Económica,510.44,No,0,2399,15,Aeropuerto
F,Santander,18,Estudiante,6,Económica,1850.68,No,0,327,44,Web
M,Mendoza,24,Profesional independiente,14,Económica,1371.47,No,0,2047,12,App
M,Chiriquí,40,Contador,22,Económica,7025.08,No,0,3206,1,Web
F,Misiones,56,Abogado,13,Ejecutiva,4761.2,No,0,5227,14,Web
M,Misiones,36,Comerciante,13,Económica,2142.57,No,0,1376,13,Web
F,Pernambuco,34,Docente,14,Económica,3619.21,No,0,951,0,Web
F,Atlántico,37,Arquitecto,10,Ejecutiva,4730.86,Sí,10591,5154,5,App
M,Santander,59,Arquitecto,20,Económica,2788.98,No,0,3945,11,Agencia
F,Herrera,40,Docente,7,Económica,594.39,No,0,1438,17,Agencia
F,São Paulo,18,Empleado,24,Económica,5072.47,No,0,1762,22,App
M,Salta,34,Empleado,8,Económica,1830.42,No,0,1635,18,App
M,Entre Ríos,41,Empleado,1,Económica,197.53,No,0,918,13,Web
F,Cundinamarca,34,Empleado,23,Económica,6292.53,No,0,590,24,App
M,Entre Ríos,62,Empleado,14,Económica,3802.68,No,0,1811,38,Agencia
F,Chaco,44,Empleado,8,Económica,1529.46,No,0,1779,12,Web
M,Córdoba,28,Ejecutivo,58,Ejecutiva,23572.92,No,0,7569,1,App
F,São Paulo,40,Empleado,18,Económica,4000.17,No,0,1297,45,App
M,Entre Ríos,40,Profesional independiente,14,Ejecutiva,8126.53,No,0,2702,3,App
F,São Paulo,53,Empleado,13,Económica,1930.95,No,0,784,2,App
M,Santa Fe,20,Estudiante,6,Económica,974.96,No,0,380,42,Web
F,Santander,42,Arquitecto,14,Económica,4396.72,No,0,4073,9,App
F,Bolívar,44,Docente,21,Ejecutiva,10744.91,No,0,1176,83,Web
M,Mendoza,26,Empleado,18,Económica,6204.33,Sí,5440,750,89,Web
F,Pernambuco,26,Empleado,10,Económica,2185.46,No,0,1361,1,App
F,Santa Fe,41,Profesional independiente,11,Económica,2758.08,No,0,3682,44,App
M,Entre Ríos,37,Docente,7,Económica,2418.72,No,0,1505,2,Web
M,Chiriquí,33,Empleado,1,Económica,87.2,No,0,805,29,Aeropuerto
F,Entre Ríos,37,Arquitecto,9,Primera clase,14764.66,No,0,7012,2,Aeropuerto
M,Buenos Aires,38,Empleado,17,Económica,2004.11,No,0,1363,13,Aeropuerto
M,Tolima,32,Docente,2,Económica,388.87,No,0,777,5,Aeropuerto
M,Chaco,37,Empleado,21,Ejecutiva,13623.42,No,0,1798,8,App
F,Chaco,48,Ingeniero,21,Primera clase,20266.72,No,0,5036,53,Web
M,Entre Ríos,26,Contador,13,Ejecutiva,9960.71,No,0,2012,6,App
F,Rio Grande do Sul,41,Contador,5,Económica,1038.52,No,0,2799,2,Web
F,Mendoza,39,Empleado,10,Económica,3117.81,No,0,1436,7,Agencia
F,Santa Fe,54,Ejecutivo,47,Económica,4740.49,Sí,32359,6547,11,Web
M,Entre Ríos,25,Abogado,13,Económica,3014.77,Sí,10220,7224,3,App
M,Salta,49,Docente,13,Económica,3159.05,No,0,1648,43,Aeropuerto
M,CABA,50,Abogado,19,Económica,2383.51,No,0,2891,13,App
F,Tucumán,32,Profesional independiente,17,Ejecutiva,9638.22,No,0,2273,19,Web
M,Buenos Aires,42,Médico,19,Económica,5572.07,No,0,3753,1,App
F,Tolima,43,Médico,19,Ejecutiva,13875.76,No,0,3584,13,App
M,Los Santos,35,Abogado,3,Ejecutiva,1013.64,Sí,3195,4899,13,Web
F,Antioquia,52,Profesional independiente,23,Económica,5853.18,Sí,16901,3085,1,Web
F,Santander,19,Estudiante,2,Económica,215.86,No,0,300,6,App
M,Antioquia,19,Empleado,6,Económica,1808.82,Sí,4049,1297,2,App
F,Antioquia,28,Empleado,2,Económica,391.22,No,0,1922,16,App
F,Tucumán,42,Docente,7,Económica,743.32,No,0,1166,61,Web
M,Entre Ríos,43,Empleado,21,Económica,2730.92,No,0,1237,3,App
M,Herrera,45,Ejecutivo,39,Ejecutiva,16050.63,No,0,3521,5,Web
F,Salta,39,Contador,16,Económica,3377.11,No,0,3242,2,Web
M,Buenos Aires,39,Arquitecto,5,Ejecutiva,2450.15,No,0,3556,32,Aeropuerto
No binario,Minas Gerais,38,Contador,16,Ejecutiva,5492.56,No,0,4046,5,App
M,Buenos Aires,41,Empleado,10,Económica,2172.23,No,0,1922,9,App
F,Paraná,33,Profesional independiente,19,Económica,2191.62,No,0,4170,28,Web
M,Pernambuco,32,Médico,20,Económica,1839.5,Sí,10466,4018,22,Web
F,Santander,30,Profesional independiente,16,Económica,2680.63,No,0,3065,33,App
F,Bolívar,34,Comerciante,10,Económica,3374.54,No,0,1067,11,Agencia
M,Minas Gerais,28,Comerciante,7,Económica,745.75,No,0,1345,7,App
M,Tolima,52,Comerciante,22,Económica,5823.68,No,0,1786,1,App
M,Santa Fe,42,Ejecutivo,16,Económica,3325.12,No,0,6237,36,Agencia
F,Salta,27,Otro,10,Primera clase,12261.47,No,0,5136,17,Web
F,Tolima,20,Empleado,19,Económica,4128.48,Sí,15000,982,4,Agencia
M,CABA,41,Empleado,6,Económica,617.88,No,0,1668,20,Web
M,Tucumán,47,Profesional independiente,21,Económica,4489.28,Sí,11579,3383,48,App
F,Nariño,21,Otro,14,Económica,1510.8,No,0,1371,10,Web
M,Mendoza,26,Otro,23,Económica,4849.38,No,0,3744,21,App
F,Córdoba,55,Docente,5,Económica,1193.05,Sí,2734,1230,12,Agencia
M,Buenos Aires,27,Contador,20,Económica,3362.69,Sí,17909,1403,3,Web
M,Herrera,39,Otro,11,Ejecutiva,2654.22,No,0,922,1,Web
F,Santa Fe,47,Profesional independiente,1,Ejecutiva,659.55,No,0,5373,9,Web
F,Santa Fe,33,Contador,4,Económica,662.86,No,0,2599,16,Agencia
M,Misiones,42,Empleado,11,Ejecutiva,5942.06,No,0,1417,3,App
M,Entre Ríos,40,Profesional independiente,17,Económica,1306.53,No,0,1655,3,App
F,Panamá,46,Profesional independiente,21,Económica,2615.97,No,0,3849,49,Agencia
M,Pernambuco,18,Estudiante,4,Económica,985.87,No,0,300,37,Web
M,Valle del Cauca,18,Estudiante,6,Económica,1451.6,No,0,514,51,Web
F,Entre Ríos,24,Comerciante,16,Económica,5062.8,No,0,1083,38,Web
M,Mendoza,45,Comerciante,23,Económica,4470.83,No,0,2967,1,Web
F,Tucumán,26,Abogado,13,Ejecutiva,6174.33,No,0,8265,76,Web
M,Nariño,29,Contador,16,Ejecutiva,8395.24,No,0,2656,5,Web
M,Bolívar,35,Ingeniero,15,Económica,1849.69,No,0,2473,26,Aeropuerto
F,Misiones,55,Contador,21,Ejecutiva,14153.32,No,0,3470,34,Web
F,Mendoza,55,Ingeniero,19,Ejecutiva,5843.21,Sí,25449,3624,4,App
F,Chaco,42,Ejecutivo,73,Económica,22016.19,No,0,3228,5,Web
M,Santa Fe,30,Profesional independiente,11,Económica,3669.79,Sí,7490,3372,14,App
F,Misiones,24,Empleado,20,Económica,4675.16,No,0,1712,113,App
F,Tucumán,74,Empleado,18,Económica,5537.68,No,0,1975,15,Agencia
M,Tolima,18,Estudiante,2,Ejecutiva,1327.61,No,0,318,86,Agencia
F,Mendoza,74,Jubilado,8,Económica,1724.15,No,0,986,4,Web
F,Entre Ríos,56,Docente,1,Económica,98.15,No,0,904,18,App
M,CABA,48,Empleado,5,Económica,431.26,Sí,2443,1837,5,App
M,Mendoza,52,Ingeniero,11,Económica,3525.05,Sí,8013,5738,1,Web
M,Santander,40,Médico,7,Económica,1607.09,No,0,5655,20,App
M,Cundinamarca,47,Ejecutivo,19,Económica,2613.93,No,0,5128,1,Agencia
M,CABA,56,Docente,18,Económica,3512.59,No,0,1013,11,Agencia
F,Bahia,40,Empleado,21,Económica,2025.5,No,0,2166,11,Aeropuerto
M,Antioquia,51,Ejecutivo,48,Económica,10204.92,Sí,24532,5850,8,App
M,Los Santos,22,Estudiante,4,Económica,539.44,No,0,384,71,Web
F,Buenos Aires,47,Empresario,42,Ejecutiva,13958.57,No,0,4851,8,App
F,Tucumán,34,Ejecutivo,67,Económica,8410.42,No,0,3208,3,Web
M,Mendoza,26,Empleado,1,Económica,212.51,No,0,1504,7,App
M,Nariño,46,Otro,12,Económica,2208.87,No,0,1000,23,App
M,Bolívar,47,Arquitecto,3,Económica,569.55,No,0,2075,14,Web
F,Colón,33,Otro,15,Ejecutiva,5086.04,Sí,20865,2249,39,App
F,Veraguas,18,Estudiante,1,Ejecutiva,434.37,No,0,411,27,App
F,Bahia,32,Ingeniero,18,Económica,4688.79,No,0,2077,9,App
M,Atlántico,35,Otro,5,Económica,1347.84,No,0,1802,1,App
F,Entre Ríos,24,Ejecutivo,34,Ejecutiva,8597.15,No,0,6646,2,App
M,Misiones,39,Empleado,5,Económica,457.48,No,0,1481,26,Web
M,Santa Fe,37,Profesional independiente,7,Económica,2161.93,Sí,5548,2541,5,App
M,Bahia,42,Otro,14,Económica,2521.98,Sí,7244,498,0,Web
F,São Paulo,37,Profesional independiente,3,Económica,351.21,No,0,805,15,Web
F,Pernambuco,33,Arquitecto,6,Económica,1435.43,No,0,3727,21,Web
M,Bolívar,37,Empleado,8,Económica,2503.01,No,0,2068,1,App
M,Bolívar,37,Profesional independiente,23,Económica,2018.21,Sí,9518,1730,4,App
F,Nariño,32,Profesional independiente,1,Económica,227.58,No,0,2389,4,App
F,Chaco,38,Comerciante,10,Económica,3563.93,No,0,3769,11,Agencia
F,Panamá,54,Docente,15,Económica,5098.06,No,0,1925,40,App
M,Córdoba,41,Empresario,42,Económica,4930.72,No,0,3051,8,Aeropuerto
M,Nariño,50,Empleado,8,Económica,1496.44,No,0,2559,29,App
F,Bahia,61,Ingeniero,13,Económica,4385.84,No,0,3115,12,Web
F,Córdoba,66,Empleado,16,Económica,1923.57,No,0,1675,2,Aeropuerto
M,Tolima,36,Médico,14,Primera clase,12495.54,No,0,7063,2,App
F,Atlántico,20,Empleado,13,Económica,3087.21,No,0,1883,52,Agencia
M,São Paulo,19,Estudiante,3,Económica,416.89,No,0,448,9,App
F,São Paulo,27,Docente,7,Económica,1395.99,No,0,1877,19,Web
M,Bolívar,29,Empleado,14,Económica,2065.39,No,0,1716,56,App
F,Cundinamarca,34,Deportista,48,Económica,15927.13,Sí,18019,3361,91,App
F,Mendoza,21,Estudiante,6,Económica,892.42,No,0,441,49,App
F,Córdoba,45,Docente,17,Económica,3250.67,Sí,18480,1227,2,Web
M,Tucumán,35,Empleado,23,Económica,6631.13,Sí,8464,1258,4,Web
M,Nariño,45,Comerciante,24,Económica,2724.01,No,0,2284,45,Agencia
M,Salta,45,Ejecutivo,19,Ejecutiva,15013.41,No,0,3621,9,Agencia
M,Córdoba,22,Estudiante,5,Económica,1225.69,No,0,411,40,Agencia
No binario,Mendoza,31,Abogado,20,Económica,2146.51,No,0,3978,7,Web
F,Misiones,25,Ejecutivo,56,Económica,17393.65,Sí,26194,2211,14,Agencia
F,Bahia,35,Ingeniero,20,Económica,7339.97,No,0,2379,40,Web
M,Misiones,32,Empleado,15,Económica,2113.0,Sí,6104,1159,25,Web
M,Santander,30,Empleado,9,Económica,1326.67,No,0,1739,8,Agencia
F,Nariño,27,Comerciante,3,Ejecutiva,2470.98,Sí,3025,4186,4,Web
M,Rio de Janeiro,37,Docente,8,Económica,2527.47,No,0,1311,21,App
M,Córdoba,37,Empleado,1,Económica,221.98,No,0,1053,37,Agencia
F,Santander,18,Estudiante,7,Económica,2560.12,Sí,2735,356,22,App
F,Tucumán,29,Empleado,14,Económica,2411.54,No,0,1119,83,App
M,Salta,18,Estudiante,1,Económica,311.77,No,0,300,5,App
M,Misiones,36,Arquitecto,7,Ejecutiva,4150.36,No,0,3584,2,Web
M,Los Santos,38,Médico,10,Económica,1367.36,No,0,5045,3,Agencia
M,CABA,18,Estudiante,2,Económica,218.71,No,0,421,0,Aeropuerto
M,Santander,25,Empleado,4,Económica,916.19,No,0,988,23,Web
M,Misiones,47,Abogado,19,Económica,1717.59,No,0,7688,12,Web
M,Córdoba,39,Empleado,13,Económica,3720.67,No,0,908,23,App
F,Herrera,75,Jubilado,5,Ejecutiva,1939.37,No,0,1081,39,Web
F,Minas Gerais,31,Contador,24,Económica,4568.95,No,0,2537,46,Web
F,Santander,47,Empleado,9,Económica,2489.73,No,0,1078,19,App
F,Nariño,39,Comerciante,24,Económica,5533.21,No,0,842,15,Web
F,Bolívar,41,Empleado,11,Económica,3691.97,No,0,1613,18,Agencia
F,Santander,38,Docente,15,Económica,4624.45,Sí,15099,610,13,Aeropuerto
F,Tucumán,68,Jubilado,13,Económica,3230.44,No,0,1448,9,Web
M,Antioquia,41,Profesional independiente,19,Económica,3778.64,No,0,2846,9,Agencia
F,Mendoza,22,Estudiante,3,Económica,792.0,No,0,467,43,Web
No binario,Bolívar,46,Médico,20,Ejecutiva,16804.95,No,0,4947,26,Web
M,Salta,30,Empleado,14,Económica,2454.39,No,0,1736,12,App
M,Los Santos,35,Empleado,11,Económica,3834.02,No,0,2143,33,Web
F,Pernambuco,26,Ejecutivo,55,Económica,17808.65,No,0,1673,2,Aeropuerto
M,Misiones,29,Profesional independiente,3,Económica,583.71,Sí,1712,1689,21,App
M,Misiones,40,Empleado,20,Económica,3859.1,No,0,1703,22,Web
M,Valle del Cauca,30,Empleado,14,Económica,2548.26,No,0,1359,8,Agencia
M,Antioquia,46,Empleado,1,Económica,227.4,No,0,1212,1,Web
F,Minas Gerais,46,Empleado,18,Económica,3863.87,Sí,13416,1831,29,Agencia
F,Atlántico,31,Profesional independiente,5,Ejecutiva,1775.15,No,0,4747,3,App
F,Pernambuco,22,Estudiante,4,Económica,990.35,No,0,490,94,Aeropuerto
M,Córdoba,45,Comerciante,17,Económica,3174.78,Sí,13502,738,21,Agencia
M,Veraguas,56,Empleado,13,Económica,3066.14,No,0,2007,2,Agencia
M,Santa Fe,32,Comerciante,13,Económica,4474.66,Sí,4961,1355,48,Web
M,Cundinamarca,28,Empleado,23,Económica,3229.87,No,0,1927,29,Web
F,Rio de Janeiro,38,Abogado,21,Ejecutiva,14159.48,No,0,4422,7,App
M,Bahia,26,Ejecutivo,47,Económica,10844.0,No,0,4928,5,Web
F,Paraná,33,Contador,14,Económica,2626.21,No,0,1495,8,Web
M,CABA,30,Comerciante,8,Económica,1200.03,No,0,2303,11,Agencia
F,Buenos Aires,32,Contador,9,Ejecutiva,4020.65,Sí,15511,3735,6,Aeropuerto
M,Nariño,61,Contador,11,Económica,4172.67,No,0,1880,13,Agencia
M,Colón,55,Ejecutivo,44,Económica,14328.81,No,0,1558,21,Web
F,Panamá,33,Docente,5,Económica,1478.17,No,0,1083,17,App
F,Córdoba,40,Ingeniero,17,Económica,2607.55,No,0,4296,12,App
M,Salta,45,Docente,8,Económica,1325.67,No,0,1967,15,Web
F,Misiones,29,Médico,29,Ejecutiva,16857.15,No,0,5821,12,Agencia
F,Cundinamarca,48,Contador,23,Económica,4057.64,No,0,1086,9,Web
M,Rio de Janeiro,21,Empleado,10,Económica,1571.11,No,0,1241,0,App
M,Entre Ríos,28,Comerciante,13,Ejecutiva,6128.14,No,0,3569,48,Web
M,Paraná,43,Comerciante,4,Económica,417.33,No,0,1166,2,Web
M,Buenos Aires,53,Profesional independiente,4,Económica,620.89,No,0,2950,25,Agencia
F,São Paulo,41,Contador,1,Ejecutiva,347.69,No,0,4225,2,Aeropuerto
M,Córdoba,34,Médico,6,Primera clase,10556.69,No,0,5635,3,App
F,Atlántico,36,Empleado,21,Económica,5283.46,No,0,1872,50,Web
F,Tucumán,43,Abogado,19,Ejecutiva,14473.57,No,0,6367,32,Web
F,Salta,18,Estudiante,7,Económica,1124.54,No,0,300,6,Web
F,Pernambuco,38,Profesional independiente,19,Económica,2686.3,No,0,5967,58,App
F,Buenos Aires,45,Comerciante,8,Económica,2323.36,No,0,1379,17,App
F,Córdoba,45,Empleado,20,Económica,5265.97,No,0,3015,20,App
M,Buenos Aires,58,Profesional independiente,11,Primera clase,8448.3,No,0,6900,5,Web
F,Chaco,20,Estudiante,5,Económica,1553.09,No,0,403,51,Web
F,Chaco,47,Empleado,8,Económica,2386.2,No,0,1012,20,Web
M,Santander,39,Médico,29,Económica,10219.33,No,0,4259,3,Web
F,Cundinamarca,29,Ejecutivo,35,Económica,10658.1,Sí,13228,2702,23,App
M,Tolima,49,Empleado,24,Ejecutiva,11895.42,No,0,2200,88,Web
F,São Paulo,37,Empleado,7,Económica,1618.52,No,0,1216,6,App
M,Tucumán,18,Estudiante,5,Económica,785.7,No,0,300,8,App
M,Tucumán,33,Docente,17,Económica,3115.92,No,0,1018,22,App
F,Herrera,49,Empleado,14,Económica,2967.59,No,0,956,48,Agencia
M,Rio Grande do Sul,60,Médico,14,Ejecutiva,6944.74,Sí,12710,4914,8,App
F,Entre Ríos,19,Empleado,14,Económica,2290.7,No,0,1879,115,App
F,Nariño,38,Profesional independiente,10,Económica,3029.99,No,0,2785,13,Web
F,Tucumán,56,Empleado,6,Económica,1526.66,No,0,1423,21,Web
M,Mendoza,39,Ingeniero,22,Económica,7247.03,Sí,17833,2688,0,Web
F,Santa Fe,28,Ingeniero,18,Económica,2022.18,No,0,2535,6,Web
M,Atlántico,39,Médico,29,Ejecutiva,21245.22,No,0,3538,7,App
M,Rio de Janeiro,26,Ingeniero,5,Ejecutiva,2796.58,No,0,2937,31,App
F,Antioquia,41,Contador,13,Ejecutiva,4380.98,No,0,3690,12,Web
M,Chaco,29,Contador,19,Económica,4706.63,No,0,2438,32,Web
M,Santa Fe,48,Deportista,45,Ejecutiva,22603.74,No,0,5149,8,Web
F,Antioquia,34,Otro,2,Económica,611.8,No,0,2223,9,Web
M,Los Santos,32,Empleado,9,Económica,1296.25,No,0,2691,12,App
F,Paraná,59,Profesional independiente,22,Económica,6026.95,No,0,2283,5,Agencia
F,Salta,36,Ingeniero,4,Económica,435.14,No,0,5315,2,App
M,Santander,44,Ingeniero,14,Económica,4928.91,No,0,2839,21,Web
M,Córdoba,56,Profesional independiente,21,Ejecutiva,12910.83,No,0,1259,36,Web
M,Cundinamarca,51,Arquitecto,21,Económica,7694.28,No,0,1282,6,Web
M,Minas Gerais,35,Contador,19,Económica,5398.42,Sí,15665,2509,8,Web
M,Antioquia,27,Empleado,11,Económica,2738.49,No,0,3603,4,Aeropuerto
M,Buenos Aires,29,Empleado,8,Ejecutiva,6340.26,Sí,13673,1296,36,Web
F,Entre Ríos,39,Empleado,15,Económica,4329.13,No,0,714,25,Agencia
F,Cundinamarca,40,Docente,10,Económica,2914.34,No,0,1541,17,Agencia
